Fecha_Hora,Radiacion_Solar,Temperatura_Ambiente,Velocidad_Viento,Nubosidad_Porcentaje,Humedad_Relativa,Generacion_MW
2026-06-01 00:00:00,0.0,9.731024790008782,3.2693568973757827,54.77804811712446,81.25220548494283,0.0
2026-06-01 01:00:00,0.0,11.794930613341531,4.3693606117298165,66.3351090865937,76.46022839081395,0.0
2026-06-01 02:00:00,0.0,9.722646795335516,1.305747420940607,57.06041495662065,87.28161264746758,0.0
2026-06-01 03:00:00,0.0,9.624805553752621,2.056771922978697,44.92853794423358,80.20836492812084,0.0
2026-06-01 04:00:00,0.0,13.18120899334207,6.400827815888851,42.28193357436538,80.51150250816701,0.0
2026-06-01 05:00:00,0.0,12.458203089947292,2.6862114420572087,38.99547075411365,73.508092140012,0.0
2026-06-01 06:00:00,263.4373531809786,13.88730805545466,1.9061780346361208,46.661010426813206,68.9546726691874,2.0372140627220476
2026-06-01 07:00:00,421.1927543719187,16.559227698483895,5.073305505054572,12.281223707245882,55.38907711255825,4.355023246425535
2026-06-01 08:00:00,542.361846235462,22.90901492701846,6.371408309325994,1.1838901144318503,46.56054175231644,5.7140629170324235
2026-06-01 09:00:00,725.3507359646654,23.185184512485826,5.437906621330134,13.809238687939063,24.484034582016243,6.542260900323839
2026-06-01 10:00:00,792.3352733996787,30.63219127297655,5.992095371611633,28.45590535483774,10.0,4.709969783536094
2026-06-01 11:00:00,858.805930820831,27.362387262412984,2.4864098228610785,52.27340800833191,28.669158973841036,3.940042913899688
2026-06-01 12:00:00,909.6784908626414,34.93698939784832,1.1563786665163125,21.297330276600157,10.0,5.074986885404522
2026-06-01 13:00:00,800.9039111773293,33.90763611627275,7.0026673039109735,10.969924624873471,10.0,5.495875748829182
2026-06-01 14:00:00,741.8752678116559,33.854930332194414,3.3546403223157286,6.8349481865989725,10.0,5.951369082773563
2026-06-01 15:00:00,681.156833051588,32.773731285255394,3.498333967089905,41.16185264162657,19.76006222061019,3.1711773765205407
2026-06-01 16:00:00,520.6275768594834,32.99100901694137,6.656388283698115,13.465024196724631,12.131866594207139,3.1166121260996684
2026-06-01 17:00:00,403.06525850961333,30.4288293206013,5.11246001880132,20.53849888595015,27.16263566489731,3.365838194200873
2026-06-01 18:00:00,163.94787753983462,29.654952823024782,4.911775544163215,33.926447463833256,34.443548918852706,1.1178408879382886
2026-06-01 19:00:00,0.0,25.277170014223312,8.330004689802168,35.32520284165561,54.62823788907555,0.0
2026-06-01 20:00:00,0.0,22.225452642192817,2.712963539239714,83.96981219826353,52.73068140395614,0.0
2026-06-01 21:00:00,0.0,18.34875314044897,5.855680256162474,62.89456432497036,65.37885661466844,0.0
2026-06-01 22:00:00,0.0,15.914581564418397,4.114026249794169,40.29606617221199,62.31475600427686,0.0
2026-06-01 23:00:00,0.0,13.976421279099519,4.537184557726514,69.19384537697707,83.41686263518696,0.0
2026-06-02 00:00:00,0.0,9.042442565601798,7.056936852825063,43.96547307059402,80.71715324552787,0.0
2026-06-02 01:00:00,0.0,8.386611951372611,5.015671512579248,24.610590027618098,83.2705935216816,0.0
